,id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,has_cancelled,extra_cost_security,extra_cost_cleaning,mrt_dist,interchange,identity_manual,kba,phone,sesame_offline,google,selfie,government_id,facebook,zhima_selfie,manual_online,manual_offline,work_email,email,offline_government_id,reviews,jumio,weibo,sesame,verify_count,Bathtub,Gym,Dog(s),Airconditioning,EVcharger,Safetycard,Laptopfriendlyworkspace,Well-litpathtoentrance,Coffeemaker,Washer,Bedlinens,Highchair,TV,Other,Babymonitor,Essentials,Keypad,Hottub,Privatelivingroom,Changingtable,Kitchen,Wifi,Elevator,Outletcovers,Beachfront,Wideentryway,Iron,Petsliveonthisproperty,Cookingbasics,Smartlock,Singlelevelhome,Wheelchairaccessible,Babybath,Wideclearancetoshower,Beachessentials,toilet,Crib,Buzzer/wirelessintercom,Luggagedropoffallowed,Showergel,Extraspacearoundbed,Step-freeshower,Petsallowed,Groundflooraccess,Tablecornerguards,Electricprofilingbed,Privateentrance,Hotwater,Pocketwifi,Oven,Flatpathtoguestentrance,Smokedetector,Breadmaker,Handheldshowerhead,Otherpet(s),Dishesandsilverware,Microwave,Windowguards,Dishwasher,Lockonbedroomdoor,Stove,Indoorfireplace,Paidparkingoffpremises,Freeparkingonpremises,Fixedgrabbarsfortoilet,Kitchenette,Paidparkingonpremises,Lakeaccess,Disabledparkingspot,Stairgates,Hangers,Firstaidkit,Ethernetconnection,Breakfast,PacknPlay_travelcrib,Bathtubwithbathchair,Fireplaceguards,Firmmattress,Waterfront,Gameconsole,Poolwithpoolhoist,Family/kidfriendly,Showerchair,Widedoorwaytoguestbathroom,Accessible-heightbed,Hostgreetsyou,Suitableforevents,Childrensbooksandtoys,Hotwaterkettle,Shampoo,Pool,Wideentranceforguests,Fullkitchen,CableTV,Babysitterrecommendations,Buildingstaff,Cat(s),Smokingallowed,Trashcan,Gardenorbackyard,Dryer,Nostairsorstepstoenter,Freestreetparking,Fixedgrabbarsforshower,Lockbox,Airpurifier,Room-darkeningshades,Cleaningbeforecheckout,Heating,Carbonmonoxidedetector,Extrapillowsandblankets,Wideentrance,Hairdryer,Accessible-heighttoilet,Mobilehoist,Longtermstaysallowed,Privatebathroom,Selfcheck-in,BBQgrill,Fireextinguisher,Widehallways,Patioorbalcony,Doorman,Childrensdinnerware,Internet,Refrigerator,24-hourcheck-in,amenity_count
6462,37025331,1748.0,3,97.0,0.0,140.0,1.0,0.0,Novena,Central Region,1,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,130.0,300.0,30.0,2,20.0,10,1125,18,48,78,353,0,0,strict_14_with_grace_period,0,0,136,133,0,0,0,1,1,290.266,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,8,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25
6463,37030900,1128.0,3,99.0,0.0,23.0,1.0,0.0,Novena,Central Region,0,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,126.0,200.0,35.0,2,20.0,14,1124,30,60,90,365,1,1,strict_14_with_grace_period,0,0,22,22,0,0,0,1,1,919.488,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,26
6464,37034160,412.0,3,94.0,0.0,27.0,1.0,1.0,Central Water Catchment,North Region,0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,129.0,135.0,20.0,1,0.0,2,1125,0,0,0,0,0,1,strict_14_with_grace_period,0,0,13,12,1,0,0,1,1,160.182,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
6465,37034163,412.0,3,94.0,0.0,27.0,1.0,1.0,Bukit Merah,Central Region,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,122.0,135.0,20.0,1,0.0,2,1125,1,1,1,1,1,1,strict_14_with_grace_period,0,0,13,12,1,0,0,1,1,1076.508,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
6466,37041802,2569.0,3,100.0,0.0,7.0,1.0,0.0,Bukit Timah,Central Region,0,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,78.0,0.0,30.0,2,30.0,3,181,24,54,84,359,0,0,strict_14_with_grace_period,0,0,18,3,15,0,0,0,1,575.534,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,39
6467,37058988,2290.0,3,100.0,0.0,75.0,1.0,0.0,Outram,Central Region,0,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,49.0,0.0,15.0,1,10.0,90,1125,15,45,75,350,0,1,strict_14_with_grace_period,0,0,92,0,92,0,0,0,1,632.931,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,7,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,29
6468,37059139,1437.0,3,94.0,0.0,13.0,1.0,0.0,Outram,Central Region,0,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,160.0,200.0,50.0,2,15.0,3,360,6,17,39,40,1,1,strict_14_with_grace_period,0,0,9,9,0,0,0,1,1,544.214,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
6469,37060879,1437.0,3,94.0,0.0,13.0,1.0,0.0,Outram,Central Region,0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,139.0,200.0,50.0,1,0.0,3,360,10,27,53,54,0,1,strict_14_with_grace_period,0,0,9,9,0,0,0,1,1,565.637,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
6470,37062341,1437.0,3,94.0,0.0,13.0,1.0,0.0,Outram,Central Region,0,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,160.0,200.0,50.0,2,15.0,3,360,0,7,34,35,1,1,strict_14_with_grace_period,0,0,9,9,0,0,0,1,1,634.991,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
6471,37063040,356.0,3,100.0,0.0,22.0,1.0,0.0,Geylang,Central Region,1,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,200.0,250.0,35.0,1,0.0,14,1125,0,0,0,266,0,1,strict_14_with_grace_period,0,0,42,42,0,0,0,1,1,447.279,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17
6472,37063111,1437.0,3,94.0,0.0,13.0,1.0,0.0,Outram,Central Region,0,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,180.0,200.0,50.0,2,15.0,3,360,6,12,33,34,0,1,strict_14_with_grace_period,0,0,9,9,0,0,0,1,1,726.373,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
6473,37063531,2311.0,3,100.0,0.0,40.0,1.0,0.0,Newton,Central Region,1,Loft,Entire home/apt,3,2.0,0.0,1.0,Real Bed,147.0,200.0,50.0,1,0.0,2,1125,25,42,72,347,1,0,flexible,0,0,37,37,0,0,0,1,1,1673.178,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
6474,37066007,1759.0,2,95.0,0.0,6.0,1.0,0.0,Tanglin,Central Region,0,Condominium,Private room,3,1.0,1.0,1.0,Real Bed,85.0,0.0,30.0,2,20.0,2,30,20,34,49,50,0,0,strict_14_with_grace_period,0,0,6,2,4,0,0,0,1,533.35,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,48
6475,37066137,356.0,3,100.0,0.0,22.0,1.0,0.0,Singapore River,Central Region,1,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,156.0,250.0,35.0,1,0.0,3,1000,1,19,34,297,0,1,strict_14_with_grace_period,0,0,42,42,0,0,0,1,1,854.696,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18
6476,37066651,1748.0,3,97.0,0.0,140.0,1.0,0.0,Geylang,Central Region,1,Condominium,Entire home/apt,8,2.0,3.0,1.0,Real Bed,258.0,300.0,30.0,6,20.0,3,1125,8,22,49,318,1,1,strict_14_with_grace_period,0,0,136,133,0,0,0,1,1,578.409,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,8,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27
6477,37067028,537.0,2,96.0,0.0,64.0,1.0,0.0,Bukit Merah,Central Region,1,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,150.0,250.0,35.0,2,15.0,20,1125,30,60,90,365,0,0,strict_14_with_grace_period,0,0,75,55,0,0,0,1,1,659.197,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6478,37067343,1437.0,3,94.0,0.0,13.0,1.0,0.0,Outram,Central Region,0,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,180.0,200.0,50.0,2,15.0,3,360,6,19,46,47,1,1,strict_14_with_grace_period,0,0,9,9,0,0,0,1,1,706.688,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
6479,37068984,356.0,3,100.0,0.0,22.0,1.0,0.0,Geylang,Central Region,0,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,168.0,250.0,35.0,1,0.0,3,1121,4,31,61,336,0,1,strict_14_with_grace_period,0,0,42,42,0,0,0,1,1,688.938,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17
6480,37080409,2352.0,3,96.0,0.0,13.0,1.0,1.0,Outram,Central Region,1,Boutique hotel,Hotel room,1,1.0,0.0,1.0,Real Bed,38.0,0.0,0.0,1,0.0,1,1125,18,19,19,19,1,1,flexible,0,0,14,2,0,0,0,0,0,1057.657,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
6481,37084128,181.0,3,93.048032936871,0.0,1.0,1.0,0.0,Bukit Merah,Central Region,1,Apartment,Private room,4,1.0,2.0,3.0,Real Bed,100.0,0.0,50.0,4,20.0,5,365,0,0,0,265,1,1,moderate,0,0,1,0,1,0,0,0,1,629.785,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
6482,37108652,446.0,3,100.0,0.0,25.0,1.0,0.0,Kallang,Central Region,1,Condominium,Entire home/apt,6,3.0,3.0,3.0,Real Bed,298.0,0.0,25.0,1,0.0,7,120,30,60,90,365,1,0,strict_14_with_grace_period,0,0,105,105,0,0,0,0,1,672.872,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
6483,37111118,2956.0,2,75.0,0.0,55.0,1.0,0.0,Queenstown,Central Region,1,Guesthouse,Private room,2,1.0,1.0,1.0,Real Bed,69.0,150.0,100.0,1,25.0,90,1125,27,57,87,362,0,1,super_strict_60,1,1,55,0,55,0,0,1,1,281.624,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18
6484,37138771,159.0,3,100.0,0.0,24.0,1.0,0.0,Outram,Central Region,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,147.0,300.0,70.0,2,30.0,3,92,0,0,0,0,1,1,strict_14_with_grace_period,0,0,18,18,0,0,0,1,1,581.511,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,8,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
6485,37139273,159.0,3,100.0,0.0,24.0,1.0,0.0,Outram,Central Region,0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,146.0,300.0,50.0,1,0.0,3,92,3,15,36,37,1,1,strict_14_with_grace_period,0,0,18,18,0,0,0,1,1,487.935,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,8,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
6486,37139489,159.0,3,100.0,0.0,24.0,1.0,0.0,Bukit Merah,Central Region,0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,146.0,300.0,50.0,1,0.0,3,92,6,21,51,52,1,1,strict_14_with_grace_period,0,0,18,18,0,0,0,1,1,55.694,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,8,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
6487,37141391,293.0,1,80.0,0.0,1.0,1.0,0.0,Jurong West,West Region,0,Apartment,Private room,2,1.0,2.0,1.0,Real Bed,60.0,0.0,0.0,1,0.0,1,1125,5,9,13,13,1,1,flexible,0,0,1,0,1,0,0,0,0,250.352,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
6488,37160890,1059.0,3,100.0,0.0,3.0,1.0,0.0,Kallang,Central Region,1,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,55.0,0.0,10.0,1,0.0,5,1125,0,0,0,240,1,1,strict_14_with_grace_period,0,0,3,0,3,0,1,0,1,534.308,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,25
6489,37161894,594.0,3,100.0,0.0,12.0,1.0,0.0,Marine Parade,Central Region,1,Condominium,Entire home/apt,6,2.0,3.0,3.0,Real Bed,327.0,0.0,100.0,1,0.0,15,1125,0,0,26,117,1,1,flexible,0,0,9,9,0,0,0,0,1,424.413,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,29
